customer_id,age,tenure,balance,num_products,has_credit_card,is_active_member,estimated_salary,churn
52,67,8,15600,3,0,1,82052.4679221621,0
53,26,6,24489,2,1,1,59940.36956192901,0
54,43,2,8636,2,0,0,95696.57878347824,0
55,19,4,6441,1,1,1,62926.152624310496,0
56,37,4,21431,1,0,1,138189.9606344481,0
57,45,6,24611,1,1,0,55824.537567983134,0
58,64,6,21587,2,0,1,136122.61805469042,0
59,24,1,9667,1,1,1,97128.65108728284,0
60,61,8,12149,1,1,0,129418.57606742892,0
61,25,6,1798,1,1,0,115541.5195033146,1
62,64,3,9600,2,0,0,113603.41337240982,0
63,52,9,21675,3,0,1,68921.4969234067,0
64,31,2,5495,1,1,1,58067.63177666442,0
65,34,8,9900,3,1,0,55306.34732169457,0
66,53,3,13673,1,0,0,132862.99884715065,1
67,67,5,11130,3,0,1,128451.21843108241,0
68,57,6,22668,2,0,0,82868.82336147688,0
69,21,6,15222,2,0,0,45888.55361957455,0
70,19,4,23669,1,0,0,75870.27023729502,0
71,23,3,1300,3,0,1,104321.21449642937,0
72,59,4,23253,2,1,1,84528.37853759434,0
73,21,1,9435,1,0,1,123622.7122179594,0
74,46,4,19481,1,1,1,149714.73867016623,0
75,35,1,4616,2,0,1,52935.85061386762,0
76,43,1,16393,2,0,1,85158.09835914869,1
77,61,6,10617,1,1,0,81718.06823049864,0
78,51,5,5752,3,1,1,66539.10392987411,0
79,27,4,9852,3,0,1,53771.462006434755,0
80,53,3,6295,3,1,0,37883.053978759104,0
81,31,1,21199,1,1,1,136454.3180668438,0
82,48,6,17456,2,1,1,80381.84372235811,1
83,65,2,3225,1,1,0,89627.46222000587,0
84,32,8,1316,2,0,0,140033.0457841099,1
85,25,5,22083,3,1,0,123154.85730191374,0
86,31,7,12337,3,0,1,45660.15169406211,0
87,40,2,6807,2,0,0,97850.39611292908,0
88,57,8,23058,2,0,1,83070.2731823471,0
89,38,2,3683,1,0,1,125665.32870945154,0
90,33,4,7227,3,1,1,116907.90571343391,0
91,62,1,3273,1,1,1,112848.68662932863,1
92,35,5,23384,1,0,0,70865.38025758762,1
93,64,9,145,1,0,0,126595.64764791055,0
94,41,1,5010,3,0,1,36286.95547138335,0
95,43,9,16035,1,0,0,49154.988171860066,0
96,42,8,3040,1,1,1,70274.79275734941,0
97,62,6,9654,1,0,1,39216.892928313755,0
98,58,7,16866,1,1,1,58199.31330416299,0
99,46,3,19563,1,0,0,129618.11795975018,0
100,32,1,17633,1,0,1,143790.18453480952,0
101,62,5,17014,3,0,1,66552.28269290287,0
102,18,2,14996,1,0,0,61741.89647866059,0
103,42,5,16336,2,1,0,63587.11826957123,0
104,24,8,8853,1,1,0,63326.290482101256,0
105,26,9,11695,1,1,0,34311.62186231676,0
106,41,2,2852,3,0,1,141229.96155973297,0
107,18,3,16014,3,0,0,55643.77698843941,0
108,61,3,987,2,1,1,80400.4888897686,0
109,25,1,7622,2,1,0,31162.425928916127,0
110,41,8,23711,3,0,0,132954.61090980686,0
111,28,6,9160,3,0,0,117738.88133459007,0
112,68,8,17484,1,1,0,143610.7242208444,0
113,34,9,6652,3,0,0,123793.8575035679,0
114,25,5,7421,2,0,0,67644.78144624783,0
115,52,3,21400,1,1,1,59744.80304741084,0
116,52,5,769,2,0,0,113725.95690639515,0
117,50,5,17727,1,1,0,73693.53300125993,0
118,22,5,14114,3,0,0,97945.80189031399,1
119,59,3,4358,2,1,0,30750.896523176427,0
120,56,4,23164,1,0,1,37426.28420165703,1
121,58,9,22986,1,1,0,94244.15294179815,0
122,45,9,11543,3,1,0,97928.59757377981,0
123,24,2,18733,3,1,0,120174.35333512124,0
124,26,8,5699,3,1,0,45835.83835487541,0
125,25,8,17625,2,0,1,91581.97005081346,0
126,29,7,1125,1,0,0,53333.71733180263,0
127,51,8,10793,3,1,1,41183.53434752336,0
128,50,3,6764,2,0,0,79259.49528726656,0
129,65,6,21485,2,0,1,49600.39777068687,0
130,40,1,12323,2,0,1,56613.83738307824,0
131,41,7,13031,3,0,0,68106.54958434022,0
132,54,1,14052,3,0,0,61126.608089183545,0
133,52,9,12640,1,1,1,40510.95568871357,0
134,61,1,7843,1,1,1,40789.949383164276,1
135,57,1,14210,3,1,0,53189.92982810018,1
136,39,7,16456,2,1,1,36067.10255514467,0
137,44,2,21856,2,0,1,105174.84236123126,0
138,52,5,10106,2,0,1,64479.20598106823,1
139,18,8,5189,1,1,0,63569.516132288525,0
140,52,8,2472,2,0,1,69839.79530853181,0
141,54,3,17091,1,0,1,109535.5529051666,1
142,64,7,18188,1,1,1,134476.06577801885,0
143,31,3,6704,2,0,0,121090.4319066766,0
144,20,6,3713,2,1,0,117303.5076270114,0
145,18,6,5051,3,1,1,88126.94227210191,0
146,22,3,10756,3,0,0,113256.66683608941,1
147,43,7,2475,2,0,1,96331.48416402997,0
148,31,3,3610,1,1,0,55950.063382383465,0
149,56,8,4255,1,1,0,55030.60412892609,0
150,44,4,14484,1,0,1,65567.04082503401,0
151,26,1,23781,1,1,0,139296.32051637757,0
152,32,4,1735,1,1,0,95689.7808455671,0
153,32,7,8258,3,1,0,118068.64524022433,1
154,43,4,7979,2,0,1,71587.0511779857,0
155,59,6,2428,3,1,0,78925.89247982703,0
156,30,9,12345,1,0,0,45067.869436470166,0
157,68,1,7426,1,1,1,50555.39493860044,0
158,49,5,8533,1,0,0,129282.78657913746,1
159,56,7,5249,1,1,0,100180.63580266584,0
160,66,1,21675,2,0,0,70503.89590605827,0
161,69,4,19201,1,0,0,126342.14507946551,0
162,49,6,20258,2,0,0,59582.38867655796,0
163,21,2,9686,1,1,1,147123.92383202445,0
164,47,5,14109,2,1,1,71378.11292954037,0
165,54,1,20595,3,1,0,70477.31449814732,0
166,40,6,661,1,0,0,67429.42866440464,1
167,56,6,12075,2,1,0,44653.381910914555,0
168,62,4,14788,3,0,1,43336.45767984149,1
169,32,8,10060,1,1,1,107772.6041440948,0
170,60,4,15836,1,0,0,135014.16534696566,0
171,46,8,10526,1,0,0,124862.46123260082,0
172,53,8,3374,2,0,1,46932.91128256213,0
173,30,5,207,2,1,0,95469.85461504798,0
174,49,4,2665,3,1,1,42670.9855171968,0
175,24,2,18877,2,1,1,35435.357233569295,0
176,68,3,23197,2,0,0,108766.30312617208,1
177,39,3,632,1,0,1,94218.28004164204,0
178,45,4,3083,1,1,0,39842.8422253765,0
179,19,4,13711,1,1,0,34192.709568718616,1
180,59,5,10123,1,1,0,148770.76960912015,0
181,62,4,20103,1,0,0,33602.55985788863,0
182,23,8,7123,1,0,0,83343.39036601916,0
183,45,6,10754,1,0,0,90554.28295292347,0
184,45,6,1679,3,0,1,44073.617736053406,0
185,61,8,15901,3,0,1,50287.41341276595,1
186,61,7,236,3,1,1,72216.6007692423,0
187,37,8,7446,3,0,1,121401.1051456395,0
188,47,2,4443,1,0,0,90849.890887232,0
189,28,9,23154,3,0,1,106548.22494635539,0
190,45,1,15463,1,0,1,148220.94661088096,0
191,42,8,22483,3,0,1,122160.65223758516,0
192,56,4,8555,2,1,0,82123.37977694612,0
193,50,4,18752,3,0,1,83573.03061558586,0
194,18,5,16669,3,0,0,104252.6492449206,0
195,44,8,148,1,0,1,109843.82501026853,0
196,69,5,13395,3,1,0,90085.31110040055,0
197,30,8,20421,2,1,0,107383.34673779759,0
198,58,1,22933,1,1,1,32823.89932969185,0
199,20,9,23505,1,0,0,81554.7436676213,1
200,56,6,4895,3,1,0,63472.56912881721,0
201,23,3,21664,1,0,1,45500.933429173245,0
202,25,8,17396,1,0,1,41945.58153705302,0
203,44,9,11023,1,1,1,102383.0598737601,0
204,26,6,10699,1,0,0,92832.0656583134,1
205,54,7,9715,1,0,0,60430.0940395643,0
206,50,1,19169,1,0,0,86514.00705270174,1
207,68,5,20109,2,1,1,89067.877821889,0
208,59,5,16163,3,0,0,53401.077652633896,0
209,61,4,20960,2,0,0,108251.16742579808,1
210,41,6,5782,1,1,0,123710.32276633085,0
211,32,7,22641,1,0,0,124975.62490674228,0
212,49,9,18792,3,0,0,102296.37968441461,0
213,49,1,16724,2,1,0,91396.62990228168,1
214,41,6,2817,3,0,0,37320.857160647385,1
215,58,7,15096,2,0,1,64539.7558621927,0
216,69,3,18880,1,0,1,41192.57361338039,1
217,66,8,22346,3,0,1,145658.77930541686,0
218,66,5,5299,3,0,0,46209.617547091286,0
219,69,9,9917,1,1,0,48213.04918213225,0
220,29,5,23958,3,1,1,136749.19419965905,0
221,56,9,18073,2,1,0,143271.39401717496,0
222,19,4,3267,2,1,1,121899.48470818918,0
223,20,9,4406,2,0,0,30648.590840720386,0
224,66,5,24837,2,0,0,30161.552514787643,0
225,54,9,17826,1,0,1,75372.0923744941,0
226,66,3,24981,3,0,1,47207.444401307104,0
227,34,4,10382,2,0,1,32206.337058191675,0
228,66,9,4437,1,1,1,85688.00272854057,0
229,19,6,5435,3,1,1,143167.4276888366,0
230,19,2,24819,3,0,0,68858.34898829178,0
231,45,7,4107,1,0,0,109336.88141144358,1
232,40,2,560,1,0,0,108268.24237589289,0
233,54,2,12329,2,1,1,60129.612439820135,0
234,49,1,21932,3,0,1,108051.02985886372,1
235,50,3,1826,3,0,1,55480.07691442695,0
236,18,6,11421,1,0,1,44640.88962922669,1
237,36,8,12265,3,1,1,114165.99426716281,0
238,19,9,7629,2,0,1,43612.89805247001,0
239,61,7,8325,3,1,0,149629.10623072262,0
240,43,4,19522,1,1,0,52014.28813802752,0
241,49,6,7693,1,1,0,101297.02353077491,0
242,23,5,8264,2,1,0,79364.94856951071,0
243,49,8,12686,2,1,0,45166.37068868005,0
244,21,1,13716,3,1,1,33341.26890928961,1
245,28,1,24226,3,0,1,104727.87387514,0
246,34,6,6721,1,0,1,126810.90765469514,0
247,55,2,23386,2,0,1,131041.87938080927,0
248,41,5,20609,2,1,1,87925.61676923213,0
249,22,1,19362,2,0,1,123294.65606188627,1
250,69,7,7373,3,1,0,110741.65601862536,0
251,51,1,5907,2,1,1,116910.54329989599,0
252,23,4,22481,1,1,1,89111.8806266177,0
253,39,9,16127,1,0,1,106009.40882905525,0
254,28,1,5656,3,1,1,126663.10962912683,1
255,65,4,8984,3,1,0,77746.10106684276,0
256,33,6,20643,2,0,0,126717.46810411004,0
257,50,6,8286,3,0,1,101042.02113468754,1
258,26,8,5901,1,1,0,49908.12292449435,1
259,23,1,4917,2,1,0,32962.09886695015,0
260,33,7,8429,1,0,1,73530.43204789824,0
261,46,1,14716,2,0,1,95603.55939556078,0
262,20,7,15795,3,0,1,130778.44226441861,0
263,37,3,11138,2,1,1,45298.28161682954,1
264,53,8,2530,2,0,1,126024.76172202949,0
265,36,3,18344,1,0,0,133561.08552806725,0
266,43,1,23429,1,0,1,48082.498440100055,0
267,20,8,17432,2,1,1,132191.31831650628,0
268,36,3,5772,3,0,1,148974.42814113502,0
269,37,2,15476,3,0,0,117220.6597257885,0
270,49,1,18913,1,0,1,124172.36181899856,0
271,24,3,15751,3,0,1,149329.8321070648,0
272,69,2,2964,1,0,1,102657.75006311345,0
273,58,2,7137,3,1,0,66946.36584194993,0
274,50,6,17347,2,1,1,130503.70008912668,0
275,57,1,16920,1,1,1,103738.29330139575,0
276,56,2,13891,1,0,1,99743.45084651478,0
277,35,6,7340,2,1,0,60436.266661684596,0
278,57,3,23563,1,1,1,120760.1123499464,0
279,18,4,7967,3,1,1,39800.07310321155,0
280,28,1,12415,3,0,1,140914.44849535933,0
281,45,8,11871,1,0,0,69098.81529245817,1
282,42,7,11916,3,1,1,45332.95833479885,0
283,67,7,8734,1,1,1,83083.98397229025,0
284,40,3,845,2,0,1,35096.38911078398,1
285,48,3,22161,1,0,0,112155.14331179595,0
286,47,2,19420,2,1,0,138324.66125344275,0
287,59,1,22331,3,0,1,130471.56085662106,0
288,52,7,2494,2,1,0,45284.33681374573,1
289,24,7,12677,3,0,0,45152.53645292782,0
290,33,2,19103,1,1,0,127612.13787891169,0
291,43,7,18268,3,1,1,140910.51295237392,0
292,65,8,12330,1,0,1,85280.37958001869,1
293,69,1,20733,1,1,0,89876.53402965191,0
294,66,9,5179,2,1,0,68191.4449662871,0
295,19,7,6610,2,1,0,137311.81419076968,0
296,18,3,6430,2,0,1,107388.34863508272,0
297,65,8,7154,2,0,1,64590.18926008422,0
298,29,7,13828,3,0,0,65853.9445265102,0
299,22,8,10145,3,1,0,136944.0087676323,1
300,54,6,6488,3,0,0,31636.082868698577,0
301,49,9,21121,1,1,0,68727.18872719661,0
302,26,5,22909,3,1,1,96522.80174596429,0
303,58,3,3850,3,0,0,47786.095451918954,0
304,52,3,17073,3,0,1,41051.85050395077,0
305,36,1,13564,2,1,0,127833.15973086719,0
306,65,8,21559,3,1,0,137328.52663782088,0
307,33,2,5078,1,0,0,128832.77049578274,0
308,20,3,12168,2,0,0,137854.54676848173,0
309,37,8,5448,1,0,0,96373.43652700458,1
310,41,8,17563,3,1,1,127470.97451884103,1
311,50,4,9074,2,1,0,76085.11660693205,0
312,41,4,6406,1,1,0,109952.14337748462,0
313,69,5,24975,3,1,0,148660.26376669973,0
314,28,6,23291,1,1,1,57087.32686069529,1
315,66,5,8800,1,0,1,76787.96955492967,0
316,25,7,14083,1,0,1,87605.68527721027,1
317,53,2,1638,3,1,1,46561.85844240621,0
318,55,7,22055,3,1,0,39724.63325580681,1
319,57,7,23312,1,0,0,129566.74395859493,1
320,37,1,10340,2,0,0,147215.32473931034,1
321,52,7,1382,2,0,1,78567.00765955905,0
322,65,5,1403,3,0,0,40517.980343358395,0
323,42,3,9011,3,1,0,37897.41128286918,0
324,52,3,3292,3,0,1,136958.18476323585,0
325,42,4,9011,3,1,1,85657.7099673216,0
326,46,2,419,3,0,1,68403.27798748703,0
327,35,2,12411,2,0,0,87175.35254872794,0
328,63,1,4517,3,0,0,68196.49136308167,0
329,35,5,19686,1,1,1,88684.2930369144,0
330,19,4,24241,1,1,0,133146.7676301524,0
331,52,2,15422,2,0,1,101076.16452745149,1
332,33,3,9700,1,1,1,113358.45273722104,0
333,58,7,24254,2,1,0,73760.4811481204,0
334,53,7,5693,2,0,1,118620.70542126225,0
335,50,4,767,1,0,1,109994.05018552468,1
336,21,5,18428,3,1,1,44347.43973024677,0
337,50,5,14818,1,1,0,98717.14237387016,0
338,31,6,1549,1,1,1,60809.21955717096,0
339,38,9,9956,2,0,1,126491.48035603114,0
340,65,2,6140,1,0,1,81112.52501603274,0
341,37,5,10837,2,1,1,149362.09982357846,1
342,25,3,3716,3,0,1,41100.052552675654,1
343,24,4,4481,3,0,1,123641.74352881903,0
344,20,6,24282,3,1,1,110844.20802505878,0
345,34,8,6548,1,1,0,122099.85967088466,0
346,50,1,18677,2,0,0,66903.57545885476,0
347,65,8,4837,3,0,1,89046.53872588807,0
348,29,7,7758,2,1,0,125581.022366845,0
349,68,1,10900,2,0,0,57904.9597945026,1
350,39,2,23177,3,0,1,57123.98361463825,1
351,39,3,24022,3,1,0,96126.11439539188,0
352,63,1,7993,2,1,1,92827.62954358269,0
353,47,9,22391,3,0,1,63871.49644955194,0
354,55,8,5542,2,0,1,65769.07806297873,0
355,55,2,22740,2,0,1,63341.41958478786,0
356,62,9,24817,3,1,1,122581.44743981851,0
357,68,7,14828,1,0,0,108228.10386749527,1
358,25,9,23764,3,0,1,129890.06200923033,0
359,44,6,16052,1,1,0,147056.76339768263,0
360,44,6,2385,2,1,1,86899.71555263837,0
361,51,4,14308,2,0,1,38003.26576865386,0
362,38,2,20652,1,1,1,35771.07724944425,0
363,47,7,671,2,1,0,65479.8047125943,0
364,50,5,163,1,0,1,141905.35072229413,0
365,45,6,8656,1,1,1,92785.56659650498,0
366,64,2,11234,2,1,1,62614.3819296155,0
367,50,5,20976,1,0,1,77900.01534132235,1
368,22,4,4795,3,1,0,101831.4128885605,0
369,65,9,10634,3,0,1,108353.95897654106,0
370,36,6,4798,2,0,0,48470.341173948604,0
371,21,2,22420,2,1,1,147243.80118542112,0
372,52,1,18739,1,1,0,95372.66723793466,0
373,66,5,22271,1,1,0,46282.59813507352,1
374,34,9,24345,1,0,1,137236.23040153604,1
375,61,6,10749,1,1,1,38956.611729531454,0
376,45,7,5827,3,0,0,138928.25198130152,0
377,47,5,4719,3,1,1,149587.8787546779,0
378,46,6,593,2,1,1,114051.81589878046,0
379,63,5,21223,1,1,1,122453.66652887878,0
380,23,9,7394,1,0,0,70476.34037609836,0
381,52,6,14056,2,1,1,142989.22232807206,0
382,58,8,19877,1,1,1,93565.67593300412,0
383,54,2,22548,1,0,1,117886.61359170658,0
384,41,9,10636,1,0,0,140892.92590935354,1
385,46,5,19056,1,1,1,147021.597117061,0
386,66,7,20584,1,1,0,129984.52279160092,0
387,63,1,16,2,1,1,66362.10083784361,0
388,48,5,3191,1,0,0,145985.7019862499,0
389,52,2,392,2,0,1,105374.34374922862,0
390,50,6,6272,1,0,1,141677.09716223518,0
391,69,1,16955,3,0,0,111132.60309772223,1
392,38,3,3631,3,1,0,66868.67542172645,0
393,49,5,6172,3,0,0,74402.94289713792,0
394,40,4,9312,3,0,1,96056.61325235286,0
395,50,3,23561,2,0,1,124801.78098718583,0
396,20,5,24817,2,1,1,68157.90616084018,0
397,35,8,20281,1,1,1,99567.73993610305,1
398,42,4,24507,3,0,0,71474.99922916818,0
399,59,1,18663,2,0,1,127892.32855621286,0
400,48,7,23835,1,1,1,86007.37125215406,0
401,20,8,8906,1,1,1,39206.73922234622,0
402,57,3,17159,2,1,1,49926.302577784365,1
403,63,6,23253,3,1,1,37332.560114355874,1
404,41,2,18631,1,1,1,89916.35352171902,0
405,67,7,23472,3,1,1,42760.47568178726,0
406,49,8,16462,3,1,0,43696.79631715585,0
407,64,6,8080,3,1,1,142925.79120460525,0
408,39,6,7099,1,0,1,134718.60866112664,1
409,40,5,20310,3,0,1,84250.39161736392,0
410,19,8,23724,1,0,1,148296.6385020247,0
411,44,1,14916,3,0,0,30022.383380479572,0
412,59,4,7083,1,0,0,103677.53475280726,1
413,19,4,22614,3,0,0,103971.38128462441,0
414,43,3,9223,2,1,0,84893.16670438659,0
415,34,3,4940,3,1,0,77633.75675211515,0
416,57,4,19655,3,0,0,84645.97625767291,1
417,50,1,3456,1,0,1,79795.25232956166,0
418,26,2,7788,1,1,0,117659.09729787592,0
419,60,9,24983,3,1,0,46242.652196794086,0
420,65,2,24034,2,1,1,53716.70647093562,0
421,56,5,2711,2,0,0,51662.18740709083,0
422,46,9,11280,1,1,1,61496.470214551744,1
423,59,9,18052,2,0,1,93031.01025379,0
424,43,8,16531,3,0,0,43345.04968058625,0
425,52,1,22804,1,1,1,134180.3154391805,0
426,67,1,12089,3,1,0,65683.38375701668,0
427,42,9,10142,1,0,0,49504.55849624494,1
428,41,8,16749,1,1,1,111074.5571517892,0
429,30,9,15587,1,1,1,34570.356071918315,0
430,24,7,9866,1,0,0,104396.2277848997,0
431,53,3,4531,2,1,1,113783.81168117997,0
432,62,3,12686,3,0,1,55789.9837664063,0
433,37,2,5330,3,0,0,35035.68881323611,0
434,18,5,5510,3,1,0,73637.44307033395,0
435,25,3,8964,1,0,1,41831.30762903238,0
436,63,6,6493,2,0,0,43977.34196080045,0
437,33,2,10759,3,1,0,60511.34777338375,0
438,31,3,5439,2,1,0,65456.15095521112,1
439,29,5,14473,1,1,0,93596.44092257047,0
440,68,1,9765,3,0,0,111407.02626036157,0
441,40,1,13279,2,0,0,101132.51290442217,0
442,32,9,6511,1,1,0,47803.24047474202,0
443,45,7,11483,2,0,1,50650.323894315174,0
444,51,1,23888,3,1,0,135452.30997514975,0
445,19,8,17630,3,1,1,97002.27780769364,0
446,49,3,20223,1,0,1,134392.5399477227,1
447,40,8,24935,1,1,1,74585.58135838492,0
448,39,5,2376,1,0,0,103728.00089175886,0
449,68,1,19393,2,0,0,92839.6099265533,0
450,42,7,11824,2,1,1,68294.8187784555,0
451,39,5,18211,2,0,0,86389.84464403144,0
452,39,6,6979,1,1,1,90298.90521923185,0
453,66,6,9832,3,0,0,54092.51697080143,0
454,69,8,12504,3,0,0,67801.24468520778,1
455,59,9,24953,2,0,1,124969.17006083707,0
456,23,2,20669,2,1,1,139894.58873449525,0
457,32,9,6910,3,0,1,73175.29122543594,1
458,60,9,24945,3,1,0,66836.67386508218,0
459,54,7,14089,2,0,1,53423.6597486259,0
460,50,1,2196,2,0,0,111418.94023806974,1
461,25,7,20131,3,1,0,68771.96419996046,0
462,61,5,5978,1,1,0,148529.9446919026,1
463,61,6,21991,2,1,1,69082.17624767439,0
464,22,7,17153,3,1,1,77296.32561391537,0
465,56,5,780,3,1,1,102400.10354544417,1
466,21,7,9908,3,0,0,126202.1151829566,0
467,23,9,6303,3,0,0,86342.23984147605,0
468,62,3,14686,1,1,1,80718.724054675,0
469,49,8,3983,3,0,0,149476.540031377,1
470,69,2,9503,2,0,0,31259.23693679333,1
471,47,7,16905,1,0,1,137407.8346621495,0
472,64,2,13070,3,1,1,47896.89911276849,0
473,52,4,23953,1,0,1,124311.03314506961,1
474,57,7,12232,2,0,0,104151.78718155576,0
475,69,3,22168,3,0,0,71021.67425977104,0
476,33,2,4583,2,1,0,134864.99466252222,0
477,30,7,5946,3,0,0,31548.86735771904,0
478,67,1,21325,3,0,0,57202.87824899084,0
479,59,8,22651,3,1,1,98027.13554994433,0
480,47,3,16377,3,1,0,72185.07120596376,0
481,36,2,7128,3,0,0,103245.29943819932,1
482,34,3,11889,1,0,0,32893.22320904002,0
483,36,5,12275,3,1,1,43975.0716578055,0
484,45,8,2461,3,1,1,45251.54882621271,0
485,43,7,14291,1,1,1,52714.03750992113,0
486,54,7,14036,1,1,0,85119.77289606514,0
487,43,7,11435,1,1,1,120255.44394522854,0
488,40,8,685,1,1,1,138664.66055146814,0
489,26,1,18544,1,1,1,130244.70363410952,1
490,29,4,23415,1,0,0,53626.54461308203,0
491,18,6,12258,3,1,1,82938.0662676759,0
492,18,9,21725,3,1,0,53929.391731024196,0
493,64,2,15990,2,0,0,61736.618000062896,1
494,51,1,16422,3,1,1,90425.63778142634,0
495,49,2,10736,3,1,0,38173.0829668227,0
496,65,7,4875,1,0,1,56180.91955119278,0
497,42,3,17640,1,1,0,142245.37935685407,0
498,57,2,11182,3,0,1,85933.95511901868,0
499,62,7,24081,2,0,1,83446.38311734467,0
500,18,2,2196,1,0,1,31748.05857015347,1
501,33,3,7165,3,0,0,59687.96964700149,1
502,56,7,15997,3,1,1,133955.09231786174,0
503,22,4,14215,2,0,0,49755.41139104025,1
504,39,1,301,2,0,1,79814.99274416652,0
505,46,5,23911,1,1,0,31719.70870404015,0
506,20,9,22765,2,0,0,87400.2578004667,0
507,29,8,17030,3,0,1,32522.532807146057,0
508,43,9,14571,3,0,1,128353.14636789598,1
509,33,9,9951,2,0,1,128982.45209845243,0
510,68,7,20714,2,1,1,124529.06259628438,0
511,54,4,10773,2,0,1,64003.68826693419,0
512,39,5,23387,2,1,0,130468.46618661817,0
513,46,1,16140,1,1,1,95159.77591263232,0
514,31,1,19921,2,0,1,74856.9730640403,0
515,45,3,13057,1,0,0,105039.59516450796,0
516,22,8,12500,3,0,1,31480.92552724488,1
517,64,2,20942,2,0,1,47155.30531209026,1
518,66,4,22963,1,1,0,119075.22458043153,0
519,47,2,24858,2,1,1,59299.393045938355,1
520,63,5,15921,3,1,1,101761.09407944995,0
521,69,9,11870,3,0,1,76212.31233876356,0
522,22,1,4082,3,1,0,132576.69345591136,0
523,29,5,13718,2,0,1,144289.83671959722,0
524,33,9,20567,2,0,0,136027.76740442286,0
525,43,1,10517,1,0,1,62474.3993632316,0
526,43,9,3754,3,0,0,53299.544285529875,0
527,65,8,1724,2,0,1,86932.1872344882,0
528,38,4,1376,3,1,0,30880.098100341635,0
529,56,5,8706,3,1,0,33097.127143581805,0
530,53,5,8894,1,0,0,96394.87675476001,0
531,50,6,18037,1,1,0,92453.92849983432,0
532,47,7,18450,1,0,0,149349.8386842312,0
533,54,8,16406,1,0,0,54221.02024365097,0
534,40,8,18844,3,0,1,60972.47149925621,0
535,27,2,5926,1,1,1,43624.8770791544,1
536,22,9,6251,1,0,0,140105.16115844937,0
537,53,7,9496,1,0,0,123337.34933501409,0
538,51,4,23679,1,1,0,128680.6933748217,0
539,69,4,3300,3,1,0,138331.65455574106,1
540,48,8,22663,1,1,1,92987.99840710059,0
541,27,4,8553,3,0,0,84143.18297408684,0
542,36,6,23737,2,0,1,69646.97683987397,1
543,49,5,3727,3,1,1,100705.75372174266,0
544,18,3,22656,3,0,0,84513.4076147787,0
545,22,2,22379,1,1,0,84187.87039266902,0
546,62,9,16898,2,1,1,142431.34364773665,0
547,21,9,16832,2,0,1,148083.7817134956,0
548,33,1,6019,2,0,0,125578.12671954969,0
549,41,3,15463,2,1,0,120810.97082963139,0
550,33,8,21727,3,1,0,111666.97941349217,0
551,19,6,10047,2,1,1,49928.98228002165,0
552,66,5,24417,3,1,1,37092.698505078544,0
553,45,5,11754,3,0,0,112887.15781359158,0
554,49,6,2520,3,1,1,117454.34667078912,1
555,44,7,3081,2,1,1,35636.75893177678,0
556,37,1,1428,1,1,0,141366.21002746176,1
557,41,9,3967,1,0,0,40936.87673336131,0
